gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,0,No,No,26,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.31616209181514,1906.22
Male,1,No,No,58,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.65088232489683,1661.75
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.90290459420507,5621.49
Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.03585195977692,5280.08
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,71.57650810460913,5153.51
Male,0,Yes,Yes,16,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,65.87069164045555,1053.93
Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),100.2893164558673,0.0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.21720247304317,6855.64
Male,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.46619182271785,3406.92
Male,0,Yes,No,64,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.3924163748157,6745.11
Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,120.0,3600.0
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Male,0,Yes,Yes,67,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.38292903337004,1566.66
Male,0,Yes,Yes,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.38635297475813,2008.43
Female,0,Yes,Yes,16,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.35430354223556,1541.67
Female,0,No,No,7,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7020580999748,172.91
Male,0,No,No,44,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),91.00100876454476,4004.04
Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),92.60214326540172,0.0
Female,0,Yes,Yes,66,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.79150691436081,5200.24
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.94915372433345,195.8
Male,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.45592541732964,1956.31
Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.84739387628989,1192.37
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.23496015074525,2569.4
Male,0,Yes,No,44,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.44102558903832,4595.41
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,86.05319066974121,860.53
Male,1,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.5148940936641,2251.78
Male,0,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.257922593194195,242.58
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.10128369571632,324.41
Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),77.5953478285357,775.95
Male,0,Yes,Yes,63,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.08907489404636,1391.61
Female,0,Yes,No,61,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.61151014233265,6137.3
Female,0,No,No,12,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),28.797036348372842,345.56
Female,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.76159079896121,4878.83
Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,57.13643532351036,342.82
Female,1,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.83536181009951,8124.15
Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.64357438124512,3341.6
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.623876538693946,1602.18
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.83947196571276,933.23
Female,0,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,52.8987331249296,476.09
Male,0,No,No,12,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,53.421759842304574,641.06
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.32674259442595,4607.64
Male,0,Yes,Yes,59,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.0,7080.0
Female,0,No,No,64,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.507517558464052,1184.48
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.50949659814364,5399.06
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,7920.0
Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.98043714191719,2039.22
Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.98785311788457,3199.61
Male,0,No,No,54,No,No phone service,No,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),56.31625667750174,3041.08
Male,1,Yes,No,62,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.66832569807644,7171.44
Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.31702269046477,1534.83
Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.32501943100065,2266.5
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),79.96134416339298,5757.22
Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.55450441726842,1473.54
Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,106.34712365466002,3509.46
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.424658458960707,117.12
Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,92.24044299136406,5073.22
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.7164753899419,7256.72
Female,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,6240.0
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.82484373231554,4442.72
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,114.59237360592388,5156.66
Male,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.6242313093203,1358.08
Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.92163921218504,695.37
Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,41.73150826235602,1961.38
Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.940648499949763,160.58
Female,0,No,No,9,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.764630355773747,186.88
Male,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.331367122872635,141.66
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.80425605331159,1801.89
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,80.98063279654092,5830.61
Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.52369347561567,3308.57
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.57424842111779,3590.1
Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,6840.0
Female,1,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,120.0,6000.0
Female,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.10491993824583,2602.73
Male,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.052620816693086,1106.42
Female,0,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.42615849029624,387.98
Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.64478176763803,1869.28
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.00723732779464,585.07
Male,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.74448710386244,2202.12
Male,0,Yes,Yes,63,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.176433359962672,1523.12
Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.31682018299146,7874.91
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.9882096442353,5687.15
Female,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.295314809213963,631.09
Female,0,Yes,No,69,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.111023291436354,1663.66
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,71.6515371768763,3869.18
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.86790925609581,1194.28
Female,1,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),87.24996825305087,1396.0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,76.59837103517206,5515.08
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.88793554174701,3292.41
Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.362071188457875,1859.95
Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,113.2259979437152,5434.85
Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,120.0,7080.0
Male,0,Yes,Yes,59,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.211601863676595,1369.48
Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.28304007131806,1374.79
Female,1,Yes,No,0,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,92.36017883234791,0.0
Female,0,Yes,Yes,47,Yes,No,No,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,68.59441005092881,3223.94
Male,0,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.440921954440682,234.41
Male,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.003588130503996,616.1
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.94053643617714,599.52
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,75.14888424863264,1127.23
Female,0,Yes,No,51,No,No phone service,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.71901603288335,2586.67
Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.12005057418811,304.48
Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),83.56846026245294,5014.11
Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.59570570650106,821.49
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.78796847616593,175.58
Female,0,Yes,Yes,72,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.54650432729414,2199.35
Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.60213552620725,1450.43
Female,0,No,No,14,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.779245355147307,332.91
Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.204993653168156,554.89
Female,1,Yes,Yes,36,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.419266403177915,1311.09
Male,1,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,108.26170053683295,3247.85
Female,0,Yes,No,19,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,110.9592156334424,2108.23
Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.774856356080264,500.85
Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,96.91806070387938,5330.49
Female,0,Yes,Yes,12,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.351336679275406,268.22
Female,1,No,No,21,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.35340733574661,2107.42
Male,0,No,No,10,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.308470133912046,433.08
Female,1,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.24926143819374,1559.23
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.74347226591622,5923.07
Female,0,Yes,Yes,9,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,74.91695978278828,674.25
Female,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.63775638701986,282.55
Male,0,Yes,Yes,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.84521367996685,1311.49
Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,64.11990189797271,1025.92
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,112.6859045506718,7662.64
Female,0,Yes,Yes,45,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.86736905695234,5259.03
Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,60.67396776434766,3033.7
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,55.470100128144665,277.35
Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),87.56862243515526,2714.63
Male,1,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.58923377581654,1987.94
Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.6204901636235,6880.61
Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,88.17666984553792,5819.66
Female,1,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.95473929012763,0.0
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.254857941539125,1361.47
Female,0,No,No,72,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,67.84015075213175,4884.49
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.08187357223939,0.0
Male,0,No,No,7,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.758935190283534,138.31
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.70535881790322,74.12
Male,1,No,No,9,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,94.8724547958481,853.85
Male,0,No,No,39,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,40.58554490890128,1582.84
Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,95.62847612411774,6024.59
